region;sity;name;adress;edrpou
ДНІПРОПЕТРОВСЬКА; Покровське;"КНП ""ПОКРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПОКРОВСЬКОЇ СІЛЬСЬКОЇ РАДИ";Калнишевського, будинок 19 Б;43969349
ДНІПРОПЕТРОВСЬКА; Дніпро;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛІКУЮ.ЮА""";Литовська, будинок 1;44003414
ДНІПРОПЕТРОВСЬКА; Самар;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОЛІМП МЕД""";Гідності, будинок 23/1;44115243
ДНІПРОПЕТРОВСЬКА; Кам'янське;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОКСФОРД МЕДІКАЛ КАМ'ЯНСЬКЕ""";Шепетова, будинок 2;44464296
ДНІПРОПЕТРОВСЬКА; Глеюватка;"КНП ""ГЛЕЮВАТСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ГЛЕЮВАТСЬКОЇ СІЛЬСЬКОЇ РАДИ";Щастя, будинок 1а;44589333
ДНІПРОПЕТРОВСЬКА; Лозуватка;"КНП ЛОЗУВАТСЬКОЇ СІЛЬСЬКОЇ РАДИ ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""";Миру, будинок 101а;44630590
ДНІПРОПЕТРОВСЬКА; Слобожанське(з);"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЗДОРОВА НАЦІЯ ПЛЮС""";Спортивна, будинок 1, квартира 51;44815890
ДНІПРОПЕТРОВСЬКА; Слобожанське;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР  ""ШЛЯХ ДО ЗДОРОВ'Я""";Героїв України, будинок 27с;44859723
ДНІПРОПЕТРОВСЬКА; Дніпро, ;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПЕРША ПРИВАТНА ПОЛІКЛІНІКА ФІЛІЯ ДНІПРО-13""";б.Слави, будинок 8, приміщення 42;44920237
ДНІПРОПЕТРОВСЬКА; Дніпро;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПЕРША ПРИВАТНА ПОЛІКЛІНІКА ФІЛІЯ ДНІПРО-11""";Галицького Данила, будинок 34;45050664
ДНІПРОПЕТРОВСЬКА; Кам'янське;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Родинний центр здоров'я""";Нескорених, будинок 28, приміщення 4;45089513
ДНІПРОПЕТРОВСЬКА; Дніпро;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АНТАРЕС-МЕД""";Героїв Крут, будинок 15;45301921
ДНІПРОПЕТРОВСЬКА; Дніпро;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕМБІ ФЕМЕЛІ""";Слобожанський, будинок 40А, офіс 5;45334061
ДНІПРОПЕТРОВСЬКА; Дніпро;"""ЛІКУЮ.ПІВНІЧ""";Поля Олександра, будинок 22;45431366
ДНІПРОПЕТРОВСЬКА; Дніпро;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТР СІМЕЙНОЇ МЕДИЦИНИ ""АЛА АТЛАНТІС""";Науки, будинок 165;45723869
ДНІПРОПЕТРОВСЬКА; Воля;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МОЗОЛЕВСЬКОЇ СІЛЬСЬКОЇ РАДИ";Дружби, будинок 61 В;45875641
ЖИТОМИРСЬКА; Зарічани;"КНП ""ОБЛАСНИЙ МЕДИЧНИЙ СПЕЦІАЛІЗОВАНИЙ ЦЕНТР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ";Бердичівське шосе, будинок 3;01526394
ЖИТОМИРСЬКА; Житомир;"КНП ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ.О.Ф.ГЕРБАЧЕВСЬКОГО"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ"; ЧЕРВОНОГО ХРЕСТА, будинок 3;01991406
ЖИТОМИРСЬКА; Бердичів;"КНП ""ГОСПІТАЛЬ ВЕТЕРАНІВ ВІЙНИ"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ"; ЄВРОПЕЙСЬКА, будинок 52;01991429
ЖИТОМИРСЬКА; Житомир;"КНП ""ОБЛАСНИЙ ПРОТИТУБЕРКУЛЬОЗНИЙ ДИСПАНСЕР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ"; ВЕЛИКА БЕРДИЧІВСЬКА, будинок 62;01991441
ЖИТОМИРСЬКА; Житомир;"КНП ""ЖИТОМИРСЬКИЙ ОБЛАСНИЙ ОНКОЛОГІЧНИЙ ДИСПАНСЕР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ"; ФЕЩЕНКА-ЧОПІВСЬКОГО , будинок 24/4;01991470
ЖИТОМИРСЬКА; Андрушівка;"КНП""АНДРУШІВСЬКА МІСЬКА ЛІКАРНЯ""АНДРУШІВСЬКОЇ МІСЬКОЇ РАДИ";Героїв Чорнобиля, будинок 34;01991547
ЖИТОМИРСЬКА; Баранівка;"КНП ""БАРАНІВСЬКА ЛІКАРНЯ"" БАРАНІВСЬКОЇ МІСЬКОЇ РАДИ";Звягельська, будинок 66;01991576
ЖИТОМИРСЬКА; Озадівка;"КНП ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ БЕРДИЧІВСЬКОГО РАЙОНУ"" ГРИШКОВЕЦЬКОЇ СЕЛИЩНОЇ, РАЙГОРОДОЦЬКОЇ, СЕМЕНІВСЬКОЇ ТА ШВАЙКІВСЬКОЇ СІЛЬСЬКИХ РАД"; ЦЕНТРАЛЬНА , будинок 5;01991599
ЖИТОМИРСЬКА; Хорошів(з);"КНП ""ХОРОШІВСЬКА  ЛІКАРНЯ"" ХОРОШІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Ринкова, будинок 3-Б;01991607
ЖИТОМИРСЬКА; Романів;"КНП "" РОМАНІВСЬКА ЛІКАРНЯ"" РОМАНІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Медична, будинок 2;01991613
ЖИТОМИРСЬКА; Ємільчине;"КНП ""ЄМІЛЬЧИНСЬКА ЛІКАРНЯ"" ЄМІЛЬЧИНСЬКОЇ СЕЛИЩНОЇ РАДИ ЖИТОМИРСЬКОЇ ОБЛАСТІ";Захисників України, будинок 133;01991659
ЖИТОМИРСЬКА; Троянів;"КНП ""ЖИТОМИРСЬКА БАГАТОПРОФІЛЬНА ОПОРНА ЛІКАРНЯ"" НОВОГУЙВИНСЬКОЇ СЕЛИЩНОЇ РАДИ"; ШУРУПОВА, будинок 8;01991671
ЖИТОМИРСЬКА; Коростишів;"КНП ""КОРОСТИШІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ІМ. Д.І.ПОТЄХІНА"" КОРОСТИШІВСЬКОЇ МІСЬКОЇ РАДИ";Героїв Небесної Сотні, будинок 58;01991731
ЖИТОМИРСЬКА; Лугини;"КНП ""ЛУГИНСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" ЛУГИНСЬКОЇ СЕЛИЩНОЇ РАДИ";Ч.Гірка, будинок 35;01991748
ЖИТОМИРСЬКА; Старий Любар;"Комунальне некомерційне підприємство ""Любарська лікарня"" Любарської селищної ради Житомирської області";Медична, будинок 5;01991754
ЖИТОМИРСЬКА; Малин;"КНП ""МАЛИНСЬКА МІСЬКА ЛІКАРНЯ"" МАЛИНСЬКОЇ МІСЬКОЇ РАДИ"; БОНДАРИК, будинок 17;01991783
ЖИТОМИРСЬКА; Звягель;"Комунальне некомерційне підприємство ""Звягельська багатопрофільна лікарня"" Звягельської міської ради";Оржевської Наталії, будинок 13;01991820
ЖИТОМИРСЬКА; Олевськ;"КНП ""ОЛЕВСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" ОЛЕВСЬКОЇ МІСЬКОЇ РАДИ";Промисловий, будинок 2;01991872
ЖИТОМИРСЬКА; Попільня;"КНП ""ПОПІЛЬНЯНСЬКА ЛІКАРНЯ"" ПОПІЛЬНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ";Київська, будинок 40;01991889
ЖИТОМИРСЬКА; Радомишль;"КНП ""РАДОМИШЛЬСЬКА ЛІКАРНЯ"" РАДОМИШЛЬСЬКОЇ МІСЬКОЇ РАДИ";Присутственна, будинок 9;01991903
ЖИТОМИРСЬКА; Ружин;"КНП ""РУЖИНСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" РУЖИНСЬКОЇ СЕЛИЩНОЇ РАДИ";Київська, будинок 30;01991932
ЖИТОМИРСЬКА; Пулини;"КНП ""ЛІКАРНЯ"" ПУЛИНСЬКОЇ СЕЛИЩНОЇ РАДИ";Незалежності, будинок 44;01991949
ЖИТОМИРСЬКА; Черняхів;"КНП ""ЧЕРНЯХІВСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ"" ЧЕРНЯХІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Франка Івана, будинок 42-З;01991955
ЖИТОМИРСЬКА; Чуднів;"КНП ""ЧУДНІВСЬКА ЛІКАРНЯ"" ЧУДНІВСЬКОЇ МІСЬКОЇ РАДИ ЖИТОМИРСЬКОЇ ОБЛАСТІ";Житомирська, будинок 15;01991961
ЖИТОМИРСЬКА; Бердичів;"КНП "" БЕРДИЧІВСЬКА МІСЬКА ЛІКАРНЯ"" БЕРДИЧІВСЬКОЇ МІСЬКОЇ РАДИ"; ЗДОРОВ'Я, будинок 1;01992015
ЖИТОМИРСЬКА; Коростень;"КНП ""КОРОСТЕНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ КОРОСТЕНСЬКОЇ МІСЬКОЇ РАДИ"""; МИКОЛИ АМОСОВА, будинок 8;01992050
ЖИТОМИРСЬКА; Станишівка, ;"КНП ""ЖИТОМИРСЬКА ОБЛАСНА ДИТЯЧА КЛІНІЧНА ЛІКАРНЯ"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ";ШОСЕ СКВИРСЬКЕ, будинок 6;02774119
ЖИТОМИРСЬКА; Брусилів;"КНП ""БРУСИЛІВСЬКА ЛІКАРНЯ""";Захисників України, будинок 41;03881478
ЖИТОМИРСЬКА; Житомир, ;"КНП ""ОБЛАСНИЙ МЕДИЧНИЙ ЦЕНТР СПОРТИВНОЇ МЕДИЦИНИ"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ";МАЙДАН ПЕРЕМОГИ, будинок 10-А;05485887
ЖИТОМИРСЬКА; Словечне;"КНП ""СЛОВЕЧАНСЬКА  РАЙОННА ЛІКАРНЯ"" СЛОВЕЧАНСЬКОЇ СІЛЬСЬКОЇ РАДИ  ЖИТОМИРСЬКОЇ ОБЛАСТІ";Госпітальна, будинок 47-А;20416027
ЖИТОМИРСЬКА; Житомир;"КНП ""ОБЛАСНИЙ ПЕРИНАТАЛЬНИЙ ЦЕНТР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ"; РОМАНА ШУХЕВИЧА, будинок 2-А;26479164
ЖИТОМИРСЬКА; Бердичів;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР ""ПАН-ЛІКАР"""; ЖИТОМИРСЬКА, будинок 76;35461148
ЖИТОМИРСЬКА; Житомир;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР АСКЛЕПІЙ ПЛЮС""";ВОКЗАЛЬНА, будинок 12;36004607
ЖИТОМИРСЬКА; Високе;"КНП ""ВИСОКІВСЬКА СІЛЬСЬКА ЛІКАРСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ"" ВИСОКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ЖИТОМИРСЬКОЇ ОБЛАСТІ";Центральна, будинок 10;36907949
ЖИТОМИРСЬКА; Ружин;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" РУЖИНСЬКОЇ СЕЛИЩНОЇ РАДИ";Київська, будинок 30;36928740
ЖИТОМИРСЬКА; Городниця;"КНП ""АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ"" ГОРОДНИЦЬКОЇ СЕЛИЩНОЇ РАДИ";Паркова, будинок 34;36936441
ЖИТОМИРСЬКА; Народичі(з);"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО - САНІТАРНОЇ ДОПОМОГИ"" НАРОДИЦЬКОЇ СЕЛИЩНОЇ РАДИ";Замкова, будинок 115;38006590
ЖИТОМИРСЬКА; Чижівка;"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги Чижівської сільської ради Звягельського району Житомирської області""";Соборності, будинок 6;38006758
ЖИТОМИРСЬКА; Баранівка;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" БАРАНІВСЬКОЇ МІСЬКОЇ РАДИ"; ЗВЯГЕЛЬСЬКА, будинок 66;38107156
ЖИТОМИРСЬКА; Хорошів;"КНП ""ХОРОШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ХОРОШІВСЬКОЇ СЕЛИЩНОЇ РАДИ"""; ШЕВЧЕНКА, будинок 42;38215258
ЖИТОМИРСЬКА; Малин(пн);"КНП ""МАЛИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАЛИНСЬКОЇ МІСЬКОЇ РАДИ"; СУВОРОВА, будинок 83Б;38395183
ЖИТОМИРСЬКА; Брусилів;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО - САНІТАРНОЇ ДОПОМОГИ"" БРУСИЛІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Захисників України, будинок 41;38395246
ЖИТОМИРСЬКА; Романів;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ РОМАНІВСЬКОЇ СЕЛИЩНОЇ РАДИ""";Медична, будинок 2;38455645
ЖИТОМИРСЬКА; Бердичів;"КНП "" ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" БЕРДИЧІВСЬКОЇ МІСЬКОЇ РАДИ"; ЖИТОМИРСЬКА, будинок 44/2;38455891
ЖИТОМИРСЬКА; Житомир;"КНП ""ЦЕНТР ЕКСТРЕНОЇ МЕДИЧНОЇ ДОПОМОГИ ТА МЕДИЦИНИ КАТАСТРОФ"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ"; ПОКРОВСЬКА, будинок 98-В;38500095
ЖИТОМИРСЬКА; Черняхів;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЧЕРНЯХІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Франка Івана, будинок 42-З;38500472
ЖИТОМИРСЬКА; Чуднів;"КНП ""ЧУДНІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""  ЧУДНІВСЬКОЇ МІСЬКОЇ РАДИ ЖИТОМИРСЬКОЇ ОБЛАСТІ";Житомирська, будинок 15;38500540
ЖИТОМИРСЬКА; Олевськ;"КНП ""ОЛЕВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" ОЛЕВСЬКОЇ МІСЬКОЇ РАДИ";Свято - Миколаївська, будинок 46;38562298
ЖИТОМИРСЬКА; Ємільчине;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ЄМІЛЬЧИНСЬКОЇ СЕЛИЩНОЇ РАДИ ЖИТОМИРСЬКОЇ ОБЛАСТІ""";Захисників України, будинок 133;38613347
ЖИТОМИРСЬКА; Радомишль;"КНП  ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" РАДОМИШЛЬСЬКОЇ МІСЬКОЇ РАДИ";Присутственна, будинок 9;38731750
ЖИТОМИРСЬКА; Озадівка;"КНП ""РАЙГОРОДОЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" БЕРДИЧІВСЬКОГО РАЙОНУ ЖИТОМИРСЬКОЇ ОБЛАСТІ"; ЦЕНТРАЛЬНА , будинок 5;38742097
ЖИТОМИРСЬКА; Овруч;"КНП ""ОВРУЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ """;Шевченка Тараса, будинок 41-В;38796636
ЖИТОМИРСЬКА; Малин(пн);"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРОЛІСОК +"""; ГАГАРІНА, будинок 27;38862686
ЖИТОМИРСЬКА; Пулини(з);"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПУЛИНСЬКОЇ СЕЛИЩНОЇ РАДИ";Шевченка, будинок 95;38863187
ЖИТОМИРСЬКА; Коростишів;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КОРОСТИШІВСЬКОЇ МІСЬКОЇ РАДИ";Героїв Небесної Сотні, будинок 58;38947848
ЖИТОМИРСЬКА; Андрушівка;"КНП""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" АНДРУШІВСЬКОЇ МІСЬКОЇ РАДИ";Героїв Чорнобиля, будинок 34;39042509
ЖИТОМИРСЬКА; Лугини(з);"КНП ""ЛУГИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЛУГИНСЬКОЇ СЕЛИЩНОЇ РАДИ";Ч.Гірка, будинок 35;39045431
ЖИТОМИРСЬКА; Мала Глумча;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАСТМЕД УКРАЇНА""";Мирна, будинок 4;39482989
ЖИТОМИРСЬКА; Житомир;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ "" КЛІНІКА ОКСФОРД МЕДІКАЛ ЖИТОМИР""";Качинського Леха, будинок 4;39660225
ЖИТОМИРСЬКА; Ушомир;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ  ДОПОМОГИ УШОМИРСЬКОЇ СІЛЬСЬКОЇ РАДИ""";Древлянська, будинок 12;40208847
ЖИТОМИРСЬКА; Житомир;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР АКТИВ-МЕД"""; ПЕРЕМОГИ, будинок 73;40222348
ЖИТОМИРСЬКА; Червоне(з);"Комунальне некомерційне підприємство""Амбулаторія загальної практики-сімейної медицини""Червоненської селищної ради";Заводська, будинок 6;40379396
ЖИТОМИРСЬКА; Тетерівка;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТЕТЕРІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ЖИТОМИРСЬКОГО РАЙОНУ ЖИТОМИРСЬКОЇ ОБЛАСТІ"; ШЕВЧЕНКА, будинок 42;40393782
ЖИТОМИРСЬКА; Іршанськ(з);"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ІРШАНСЬКОЇ СЕЛИЩНОЇ РАДИ";Шевченка, будинок 4;40396631
ЖИТОМИРСЬКА; Нова Борова(з);"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" НОВОБОРІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Квітнева, будинок 4А;40453432
ЖИТОМИРСЬКА; Ушомир;"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ  ПІДПРИЄМСТВО  ""КОРОСТЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" УШОМИРСЬКОЇ СІЛЬСЬКОЇ РАДИ";Древлянська, будинок 12;40475812
ЖИТОМИРСЬКА; Троянів;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""  НОВОГУЙВИНСЬКОЇ СЕЛИЩНОЇ РАДИ"; ВОЙТИЦЬКОГО, будинок 26;40953405
ЖИТОМИРСЬКА; Корнин(з);"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КОРНИНСЬКОЇ СЕЛИЩНОЇ РАДИ";Соборна, будинок 8;41221225
ЖИТОМИРСЬКА; Дубрівка;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ДУБРІВСЬКОЇ СІЛЬСЬКОЇ РАДИ""";Левченка адмірала, будинок 137;41322906
ЖИТОМИРСЬКА; Зарічани, ПРО;"КНП ""АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ"" СТАНИШІВСЬКОЇ СІЛЬСЬКОЇ РАДИ";ОК ШКІЛЬНИЙ, будинок 8-Б;41382677
ЖИТОМИРСЬКА; Миропіль(з);"КНП ""МИРОПІЛЬСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ""  МИРОПІЛЬСЬКОЇ СЕЛИЩНОЇ РАДИ";Центральна, будинок 67;41536630
ЖИТОМИРСЬКА; Семенівка;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""СЕМЕНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ БЕРДИЧІВСЬКОГО РАЙОНУ ЖИТОМИРСЬКОЇ ОБЛАСТІ";Каштанова, будинок 113-А;41589220
ЖИТОМИРСЬКА; Житомир;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДІБОР ПЛЮС"""; БОРИСА ТЕНА, будинок 143;41664758
ЖИТОМИРСЬКА; Попільня(з);"КНП ""ПОПІЛЬНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПОПІЛЬНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ";Київська, будинок 40;41823453
ЖИТОМИРСЬКА; Коростень;"КНП  ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КОРОСТЕНСЬКОЇ МІСЬКОЇ РАДИ"; ГРУШЕВСЬКОГО, будинок 7;41844941
ЖИТОМИРСЬКА; Потіївка;"КНП ""ПОТІЇВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ"" ПОТІЇВСЬКОЇ СІЛЬСЬКОЇ РАДИ";Заляського, будинок 14;41857828
ЖИТОМИРСЬКА; Житомир,;"КП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ"; МАЙДАН ВИЗВОЛЕННЯ, будинок 1;41931754
ЖИТОМИРСЬКА; Довбиш(з);"КНП ""ДОВБИСЬКИЙ СЕЛИЩНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ДОВБИСЬКОЇ СЕЛИЩНОЇ РАДИ";Поліська, будинок 20;41940690
ЖИТОМИРСЬКА; Любар(з);"КНП ""ЛЮБАРСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЛЮБАРСЬКОЇ СЕЛИЩНОЇ РАДИ ЖИТОМИРСЬКОЇ ОБЛАСТІ";Незалежності, будинок 38;42161921
ЖИТОМИРСЬКА; Білокоровичі;"КНП ""БІЛОКОРОВИЦЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ"" БІЛОКОРОВИЦЬКОЇ СІЛЬСЬКОЇ РАДИ";Шкільна, будинок 34А;42212991
ЖИТОМИРСЬКА; Оліївка;"КНП ""АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ"" ОЛІЇВСЬКОЇ СІЛЬСЬКОЇ РАДИ";Зоряна, будинок 72 А;42427933
ЖИТОМИРСЬКА; Овруч;"КНП ""ОВРУЦЬКА МІСЬКА ЛІКАРНЯ"" ОВРУЦЬКОЇ МІСЬКОЇ РАДИ ЖИТОМИРСЬКОЇ ОБЛАСТІ";Шевченка Тараса, будинок 106;42435766
ЖИТОМИРСЬКА; Вишевичі;"КНП ""ВИШЕВИЦЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ"" ВИШЕВИЦЬКОЇ СІЛЬСЬКОЇ РАДИ";Миру, будинок 18;42441172
ЖИТОМИРСЬКА; Чоповичі;"КНП ""ЧОПОВИЦЬКИЙ СЕЛИЩНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЧОПОВИЦЬКОЇ СЕЛИЩНОЇ РАДИ"; ВАЙСЕРА, будинок 46;42487175
ЖИТОМИРСЬКА; Народичі;"КНП ""НАРОДИЦЬКА ЛІКАРНЯ"" НАРОДИЦЬКОЇ СЕЛИЩНОЇ РАДИ";Замкова, будинок 115;42739284
ЖИТОМИРСЬКА; Житомир;"КП ""ЛІКАРНЯ №1"" ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ"; ВЕЛИКА БЕРДИЧІВСЬКА, будинок 70;42788614
ЖИТОМИРСЬКА; Житомир;"КП ""ЛІКАРНЯ №2 ІМ. В.П. ПАВЛУСЕНКА"" ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ"; РОМАНА ШУХЕВИЧА, будинок 2-А;42789136
ЖИТОМИРСЬКА; Соколів;"КНП ""АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ"" КУРНЕНСЬКОЇ СІЛЬСЬКОЇ РАДИ";Миру, будинок 1;42971206
