region;sity;name;adress;edrpou
ТЕРНОПІЛЬСЬКА; Заліщики;"КНП ""ЗАЛІЩИЦЬКИЙ ДИТЯЧИЙ ЦЕНТР МЕДИЧНОЇ РЕАБІЛІТАЦІЇ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ";Грушевського М., будинок 12;03397050
ТЕРНОПІЛЬСЬКА; Тернопіль;"КНП ""ТЕРНОПІЛЬСЬКА КОМУНАЛЬНА МІСЬКА ЛІКАРНЯ №2"""; Р. КУПЧИНСЬКОГО, будинок 14;05497361
ТЕРНОПІЛЬСЬКА; Тернопіль;"КНП ""ТЕРНОПІЛЬСЬКИЙ ОБЛАСНИЙ МЕДИЧНИЙ ЦЕНТР СОЦІАЛЬНО-НЕБЕЗПЕЧНИХ ЗАХВОРЮВАНЬ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ"; ТРОЛЕЙБУСНА, будинок 14;14030985
ТЕРНОПІЛЬСЬКА; Тернопіль;"КНП ""ЦЕНТР ЕКСТРЕНОЇ МЕДИЧНОЇ ДОПОМОГИ ТА МЕДИЦИНИ КАТАСТРОФ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ"; РЄПІНА, будинок 11;14054198
ТЕРНОПІЛЬСЬКА; Більче-Золоте;"КНП ""БІЛЬЧЕ-ЗОЛОТЕЦЬКА ОБЛАСНА ЛІКАРНЯ РЕАБІЛІТАЦІЇ ІМЕНІ В.Г. ВЕРШИГОРИ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ";Осередок, будинок 27;21132409
ТЕРНОПІЛЬСЬКА; Чортків(пн);"БЛАГОДІЙНА СЛУЖБА МИЛОСЕРДЯ "" КАРІТАС """; МОНАСТИРСЬКА, будинок 1;21154606
ТЕРНОПІЛЬСЬКА; Тернопіль;"ТЕРНОПІЛЬСЬКИЙ БЛАГОДІЙНИЙ ФОНД ""КАРІТАС"""; ЗАМОНАСТИРСЬКА, будинок 1;21162280
ТЕРНОПІЛЬСЬКА; Тернопіль;"КНП ""ТЕРНОПІЛЬСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ  ПЕРИНАТАЛЬНИЙ ЦЕНТР ""МАТИ І ДИТИНА"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ"; ЗАМКОВА, будинок 10;35492401
ТЕРНОПІЛЬСЬКА; Монастириська;"КНП ""МОНАСТИРИСЬКА МІСЬКА ЛІКАРНЯ"" МОНАСТИРИСЬКОЇ МІСЬКОЇ РАДИ";Шевченка, будинок 66;36338715
ТЕРНОПІЛЬСЬКА; Заліщики;"КНП ""ЗАЛІЩИЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЗАЛІЩИЦЬКОЇ МІСЬКОЇ РАДИ";Бандери С., будинок 78;38044086
ТЕРНОПІЛЬСЬКА; Гусятин(з);"КНП ""ГУСЯТИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ГУСЯТИНСЬКОЇ СЕЛИЩНОЇ РАДИ";Лепкого Б., будинок 1;38194961
ТЕРНОПІЛЬСЬКА; Борщів;"КНП ""БОРЩІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" БОРЩІВСЬКОЇ МІСЬКОЇ РАДИ";Бандери С., будинок 108;38232032
ТЕРНОПІЛЬСЬКА; Монастириська;"КНП ""МОНАСТИРИСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МОНАСТИРИСЬКОЇ МІСЬКОЇ РАДИ";Шевченка, будинок 29;38288860
ТЕРНОПІЛЬСЬКА; Козова;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КОЗІВСЬКОЇ СЕЛИЩНОЇ РАДИ""";Зелена, будинок 19;38332322
ТЕРНОПІЛЬСЬКА; Чортків(з);"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЧОРТКІВСЬКОЇ МІСЬКОЇ РАДИ";Пігута Дмитра, будинок 29;38427288
ТЕРНОПІЛЬСЬКА; Кременець(пн);"КНП ""КРЕМЕНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КРЕМЕНЕЦЬКОЇ МІСЬКОЇ РАДИ"; ГОРБАЧА, будинок 1;38440115
ТЕРНОПІЛЬСЬКА; Бережани;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ"" БЕРЕЖАНСЬКОЇ МІСЬКОЇ РАДИ";Бандери С., будинок 21;38447215
ТЕРНОПІЛЬСЬКА; Старе ;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПІДГАЄЦЬКОЇ МІСЬКОЇ РАДИ";;38503630
ТЕРНОПІЛЬСЬКА; Бучач;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""  БУЧАЦЬКОЇ МІСЬКОЇ РАДИ";Галицька, будинок 25;38509208
ТЕРНОПІЛЬСЬКА; Теребовля;"КНП ТЕРЕБОВЛЯНСЬКОЇ МІСЬКОЇ РАДИ ""ТЕРЕБОВЛЯНСЬКИЙ РЕГІОНАЛЬНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""";Тараса Шевченка, будинок 1;38543647
ТЕРНОПІЛЬСЬКА; Тернопіль;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТЕРНОПІЛЬСЬКОЇ МІСЬКОЇ РАДИ";Острозького Василя Костянтина, будинок 6;38645610
ТЕРНОПІЛЬСЬКА; Шумськ;"КНП ШУМСЬКОЇ МІСЬКОЇ РАДИ ""ШУМСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""";Енергетична, будинок 1;38725548
ТЕРНОПІЛЬСЬКА; Підволочиськ;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПІДВОЛОЧИСЬКОЇ СЕЛИЩНОЇ  РАДИ";Мстислава Патріарха, будинок 102;38868583
ТЕРНОПІЛЬСЬКА; Зборів;КНП ''ЗБОРІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ'' ЗБОРІВСЬКОЇ МІСЬКОЇ РАДИ;Хмельницького Б., будинок 24;39153580
ТЕРНОПІЛЬСЬКА; Збараж;"КНП ""ЗБАРАЗЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЗБАРАЗЬКОЇ МІСЬКОЇ РАДИ";Гралюка Романа, будинок 2;39511438
ТЕРНОПІЛЬСЬКА; Тернопіль;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОКСФОРД МЕДІКАЛ ТЕРНОПІЛЬ"""; С.КАЧАЛИ, будинок 5;39788944
ТЕРНОПІЛЬСЬКА; Бучач;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ  ЦЕНТР ""МЕДХАУЗ""";Хмельницького Б., будинок 3;39813142
ТЕРНОПІЛЬСЬКА; Заводське;"КНП ""ЗАВОДСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""  ЗАВОДСЬКОЇ СЕЛИЩНОЇ РАДИ ЧОРТКІВСЬКОГО РАЙОНУ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ";Галицька, будинок 7;40224130
ТЕРНОПІЛЬСЬКА; Нове ;НЕКОМЕРЦІЙНЕ КП АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ СКОРИКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ;;40284540
ТЕРНОПІЛЬСЬКА; Мельниця-Подільська(з);"КНП ""МЕЛЬНИЦЕ-ПОДІЛЬСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""";Незалежності, будинок 24;40286485
ТЕРНОПІЛЬСЬКА; Скала-Подільська(з);"КНП ""СКАЛА-ПОДІЛЬСЬКА МІСЬКА ПОЛІКЛІНІКА"" СКАЛА-ПОДІЛЬСЬКОЇ СЕЛИЩНОЇ РАДИ";Грушевського, будинок 103;40300897
ТЕРНОПІЛЬСЬКА; Озеряни;"КНП ""ОЗЕРЯНСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ"" БОРЩІВСЬКОЇ МІСЬКОЇ РАДИ"; ЦЕНТРАЛЬНА, будинок 114;40305172
ТЕРНОПІЛЬСЬКА; Тернопіль;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ""ВІАСАН""";Медова, будинок 12;40897236
ТЕРНОПІЛЬСЬКА; Залізці;"КНП ""ЗАЛОЗЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЗАЛОЗЕЦЬКОЇ СЕЛИЩНОЇ РАДИ";Шевченка, будинок 56;41215331
ТЕРНОПІЛЬСЬКА; Більче-Золоте;"КНП ""БІЛЬЧЕ-ЗОЛОТЕЦЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ""";Осередок, будинок 15Б;41247489
ТЕРНОПІЛЬСЬКА; Ланівці;"КНП ""ЛАНОВЕЦЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""";Шевченка Т., будинок 30 - Б;41935832
ТЕРНОПІЛЬСЬКА; Скалат;"НЕКОМЕРЦІЙНЕ КП ""АМБУЛАТОРІЯ, ГРУПОВА ПРАКТИКА СКАЛАТСЬКОЇ МІСЬКОЇ РАДИ""";Лесі Українки, будинок 3;41980178
ТЕРНОПІЛЬСЬКА; Вишнівець;"КНП ""ВИШНІВЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВИШНІВЕЦЬКОЇ СЕЛИЩНОЇ РАДИ";Замкова, будинок 2;41996785
ТЕРНОПІЛЬСЬКА; Великі Гаї;"КНП ""ВЕЛИКОГАЇВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ"" ВЕЛИКОГАЇВСЬКОЇ СІЛЬСЬКОЇ РАДИ ТЕРНОПІЛЬСЬКОГО РАЙОНУ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ"; ГАЛИЦЬКА, будинок 113;42050407
ТЕРНОПІЛЬСЬКА; Баворів;"КНП ""БАВОРІВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ"" ВЕЛИКОГАЇВСЬКОЇ СІЛЬСЬКОЇ РАДИ ТЕРНОПІЛЬСЬКОГО РАЙОНУ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ"; ЛЕСІ УКРАЇНКИ, будинок 10;42072308
ТЕРНОПІЛЬСЬКА; Борсуки;"КНП ""БОРСУКІВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ"" БОРСУКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ КРЕМЕНЕЦЬКОГО РАЙОНУ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ";Шевченка, будинок 7б;42099047
ТЕРНОПІЛЬСЬКА; Колиндяни;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КОЛИНДЯНСЬКОЇ СІЛЬСЬКОЇ РАДИ ЧОРТКІВСЬКОГО РАЙОНУ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ"""; ЗДОРОВ'Я, будинок 11;42100350
ТЕРНОПІЛЬСЬКА; Скала-Подільська;"КНП ""СКАЛА-ПОДІЛЬСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ"" СКАЛА-ПОДІЛЬСЬКОЇ СЕЛИЩНОЇ РАДИ";Грушевського, будинок 103;42269550
ТЕРНОПІЛЬСЬКА; Мишковичі;"КНП ВЕЛИКОБЕРЕЗОВИЦЬКОЇ СЕЛИЩНОЇ РАДИ ""ТЕРНОПІЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""";Надрічна, будинок 25;42588046
ТЕРНОПІЛЬСЬКА; Великі Бірки;"КНП ВЕЛИКОБІРКІВСЬКОЇ СЕЛИЩНОЇ РАДИ ""ТЕРНОПІЛЬСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ""";Грушевського, будинок 51;42588170
ТЕРНОПІЛЬСЬКА; Біла;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" БІЛЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ";Шкільна, будинок 10;43022420
ТЕРНОПІЛЬСЬКА; Кременець(пн);"КНП ""КРЕМЕНЕЦЬКА ОПОРНА ЛІКАРНЯ""  КРЕМЕНЕЦЬКОЇ МІСЬКОЇ РАДИ"; ГОРБАЧА, будинок 1;43188153
ТЕРНОПІЛЬСЬКА; Трибухівці, Трибухівська ТГ;"Комунальне некомерційне підприємство ""Трибухівський центр первинної медико-санітарної допомоги"" Трибухівської сільської ради";Горішня, будинок 46в;43830897
ТЕРНОПІЛЬСЬКА; Шляхтинці;"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги"" Байковецької сільської ради";Джерельна, будинок 1;43876182
ТЕРНОПІЛЬСЬКА; Білобожниця;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ( МЕДИКО - САНІТАРНОЇ) ДОПОМОГИ"" БІЛОБОЖНИЦЬКОЇ СІЛЬСЬКОЇ РАДИ ЧОРТКІВСЬКОГО РАЙОНУ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ";Л. Українки, будинок 9;43967494
ТЕРНОПІЛЬСЬКА; Хоростків;"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги Хоростківської міської ради""";Лепкого Б., будинок 5;43995165
ТЕРНОПІЛЬСЬКА; Збараж(з);"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КЛІНІКА ЗДОРОВА РОДИНА""";Грушевського М., будинок 109;44046243
ТЕРНОПІЛЬСЬКА; Іване-Пусте;КНП ''ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ІВАНЕ-ПУСТЕНСЬКОЇ СІЛЬСЬКОЇ РАДИ'';Шевченка Т.Г., будинок 65;44066008
ТЕРНОПІЛЬСЬКА; Тернопіль(з);"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР СВЯТОЇ ТЕРЕЗИ""";Володимира Великого, будинок 2А;44317485
ТЕРНОПІЛЬСЬКА; Золотий Потік;"Комунальне некомерційне підприємство ""Золотопотіцький центр первинної медико-санітарної допомоги"" Золотопотіцької селищної ради";Лесі Українки, будинок 77;44358720
ТЕРНОПІЛЬСЬКА; Тернопіль,;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНА КЛІНІКА ""АВІДА"""; б.Петлюри С., будинок 1А;44420416
ТЕРНОПІЛЬСЬКА; Нагірянка;"КОМУНАЛЬНА ОРГАНІЗАЦІЯ (УСТАНОВА, ЗАКЛАД) КНП ""НАГІРЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" НАГІРЯНСЬКОЇ СІЛЬСЬКОЇ РАДИ";Шевченка Т., будинок 37;44636571
ТЕРНОПІЛЬСЬКА; Чортків;ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІНСТИТУТ КРІОРЕАБІЛІТАЦІЇ»;Залізнична, будинок 127;45286338
ХАРКІВСЬКА; Харків;"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАВОД ПІВДЕНКАБЕЛЬ"""; АВТОГЕННА, будинок 7;00214534
ХАРКІВСЬКА; Харків;ХАРКІВСЬКИЙ НАЦІОНАЛЬНИЙ  МЕДИЧНИЙ УНІВЕРСИТЕТ; НАУКИ, будинок 4;01896866
ХАРКІВСЬКА; Харків;"КНП ""МІСЬКА ПОЛІКЛІНІКА № 6"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ"; ЮВІЛЕЙНИЙ, будинок 54-Б;02001506
ХАРКІВСЬКА; Харків;"КНП ""МІСЬКИЙ ПОЛОГОВИЙ БУДИНОК №3"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ"; КУЛИКІВСЬКА, будинок 46 А;02001742
ХАРКІВСЬКА; Мерефа;"КНП МЕРЕФ'ЯНСЬКОЇ МІСЬКОЇ РАДИ "" МЕРЕФ'ЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ """; ДНІПРОВСЬКА, будинок 148;02002227
ХАРКІВСЬКА; Чугуїв;"КНП  ""ЧУГУЇВСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ ІМ.  М.І. КОНОНЕНКА"" ЧУГУЇВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ"; ГВАРДІЙСЬКА, будинок 52;02002380
ХАРКІВСЬКА; Печеніги;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПЕЧЕНІЗЬКОЇ СЕЛИЩНОЇ РАДИ"""; НЕЗАЛЕЖНОСТІ, будинок 59;02002397
ХАРКІВСЬКА; Харків,;"КНП ""МІСЬКИЙ КЛІНІЧНИЙ ШКІРНО-ВЕНЕРОЛОГІЧНИЙ ДИСПАНСЕР № 5"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ"; Куликівський узвіз, будинок 15;02002569
ХАРКІВСЬКА; Сахновщина;"КНП ""САХНОВЩИНСЬКА ЦЕНТРАЛЬНА  ЛІКАРНЯ"" САХНОВЩИНСЬКОЇ СЕЛИЩНОЇ РАДИ БЕРЕСТИНСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ";Полтавська, будинок 75;02002658
ХАРКІВСЬКА; Близнюки;"КП ""БЛИЗНЮКІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" БЛИЗНЮКІВСЬКОЇ СЕЛИЩНОЇ РАДИ ЛОЗІВСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ";Калинова, будинок 3;02002670
ХАРКІВСЬКА; Зачепилівка;"КНП ""ЗАЧЕПИЛІВСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" ЗАЧЕПИЛІВСЬКОЇ СЕЛИЩНОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ";Некрасова Максима, будинок 6;02002687
ХАРКІВСЬКА; Кегичівка;"КНП КЕГИЧІВСЬКОЇ CЕЛИЩНОЇ РАДИ ""КЕГИЧІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ""";Калинова, будинок 37;02002693
ХАРКІВСЬКА; Берестин;"КНП ""БЕРЕСТИНСЬКА МІСЬКА ЛІКАРНЯ""";Шиндлера, будинок 87;02002701
ХАРКІВСЬКА; Краснокутськ;"КНП ""КРАСНОКУТСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КРАСНОКУТСЬКОЇ СЕЛИЩНОЇ РАДИ";Горянська, будинок 1;02002718
ХАРКІВСЬКА; Нова Водолага;"КНП ""НОВОВОДОЛАЗЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" НОВОВОДОЛАЗЬКОЇ  СЕЛИЩНОЇ РАДИ";Амосова Миколи, будинок 16;02002724
ХАРКІВСЬКА; Златопіль;"Комунальне некомерційне підприємство Златопільська лікарня ""Промінь"" Златопільської міської ради Харківської області";Світанкова, будинок 3;02002730
ХАРКІВСЬКА; Шевченкове;"КНП ""ШЕВЧЕНКІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ШЕВЧЕНКІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Бубліченко, будинок 15;02002753
ХАРКІВСЬКА; Харків;"КНП ХАРКІВСЬКОЇ ОБЛАСНОЇ РАДИ ""ОБЛАСНИЙ ФТИЗІОПУЛЬМОНОЛОГІЧНИЙ ЦЕНТР"""; НЬЮТОНА, будинок 145;02002760
ХАРКІВСЬКА; Борова;"КНП ""БОРІВСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ БОРІВСЬКОЇ СЕЛИЩНОЇ РАДИ""";Миру, будинок 34;02002807
ХАРКІВСЬКА; Валки, ;"КНП ""ВАЛКІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ""";пров.Коржівський, будинок 34;02002859
ХАРКІВСЬКА; Великий Бурлук(з);"КНП ""ВЕЛИКОБУРЛУЦЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" ВЕЛИКОБУРЛУЦЬКОЇ СЕЛИЩНОЇ РАДИ";Осіянська, будинок 23;02002948
ХАРКІВСЬКА; Вовчанськ;"КНП ""ВОВЧАНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ВОВЧАНСЬКОЇ МІСЬКОЇ РАДИ";Писаревського Степана, будинок 1-А;02002990
ХАРКІВСЬКА; Дергачі;"КНП ""ДЕРГАЧІВСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" ДЕРГАЧІВСЬКОЇ МІСЬКОЇ РАДИ";Європейська, будинок 4;02003095
ХАРКІВСЬКА; Зміїв;"КНП ""ЗМІЇВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ЗМІЇВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ";Таранівське шосе, будинок 1Б;02003178
